,k,metric,weights,tp,tn,fp,fn,acc,pre,rec,f1s,spe
0,1,manhattan,uniform,3133,16782,1808,2100,0.8359568484237921,0.6340821696012953,0.5987005541754252,0.6158836249262827,0.9027434104357182
1,1,manhattan,distance,3133,16782,1808,2100,0.8359568484237921,0.6340821696012953,0.5987005541754252,0.6158836249262827,0.9027434104357182
2,1,manhattan,weights_sqr,3133,16782,1808,2100,0.8359568484237921,0.6340821696012953,0.5987005541754252,0.6158836249262827,0.9027434104357182
3,1,manhattan,weights_sqr4,3133,16782,1808,2100,0.8359568484237921,0.6340821696012953,0.5987005541754252,0.6158836249262827,0.9027434104357182
4,1,manhattan,weights_sqr8,3133,16782,1808,2100,0.8359568484237921,0.6340821696012953,0.5987005541754252,0.6158836249262827,0.9027434104357182
5,1,pond_PCA,uniform,3015,16484,2106,2218,0.8184947319816983,0.5887521968365553,0.5761513472195682,0.5823836198570601,0.8867132867132868
6,1,pond_PCA,distance,3015,16484,2106,2218,0.8184947319816983,0.5887521968365553,0.5761513472195682,0.5823836198570601,0.8867132867132868
7,1,pond_PCA,weights_sqr,3015,16484,2106,2218,0.8184947319816983,0.5887521968365553,0.5761513472195682,0.5823836198570601,0.8867132867132868
8,1,pond_PCA,weights_sqr4,3015,16484,2106,2218,0.8184947319816983,0.5887521968365553,0.5761513472195682,0.5823836198570601,0.8867132867132868
9,1,pond_PCA,weights_sqr8,3015,16484,2106,2218,0.8184947319816983,0.5887521968365553,0.5761513472195682,0.5823836198570601,0.8867132867132868
10,2,manhattan,uniform,2155,18001,589,3078,0.8460731226126013,0.7853498542274052,0.41180966940569463,0.5403033721950607,0.9683162990855299
11,2,manhattan,distance,3133,16782,1808,2100,0.8359568484237921,0.6340821696012953,0.5987005541754252,0.6158836249262827,0.9027434104357182
12,2,manhattan,weights_sqr,3133,16782,1808,2100,0.8359568484237921,0.6340821696012953,0.5987005541754252,0.6158836249262827,0.9027434104357182
13,2,manhattan,weights_sqr4,3133,16782,1808,2100,0.8359568484237921,0.6340821696012953,0.5987005541754252,0.6158836249262827,0.9027434104357182
14,2,manhattan,weights_sqr8,3133,16782,1808,2100,0.8359568484237921,0.6340821696012953,0.5987005541754252,0.6158836249262827,0.9027434104357182
15,2,pond_PCA,uniform,2089,17897,693,3144,0.8389371615665533,0.7508986340762042,0.39919740110835084,0.521272613849033,0.9627218934911242
