,k,metric,weights,tp,tn,fp,fn,acc,pre,rec,f1s,spe
0,1,manhattan,uniform,3360,15643,2947,1873,0.7976745162238174,0.532741398446171,0.6420791133193197,0.5823223570190641,0.8414739107046799
1,1,manhattan,distance,3360,15643,2947,1873,0.7976745162238174,0.532741398446171,0.6420791133193197,0.5823223570190641,0.8414739107046799
2,1,manhattan,weights_sqr,3360,15643,2947,1873,0.7976745162238174,0.532741398446171,0.6420791133193197,0.5823223570190641,0.8414739107046799
3,1,manhattan,weights_sqr4,3360,15643,2947,1873,0.7976745162238174,0.532741398446171,0.6420791133193197,0.5823223570190641,0.8414739107046799
4,1,manhattan,weights_sqr8,3360,15643,2947,1873,0.7976745162238174,0.532741398446171,0.6420791133193197,0.5823223570190641,0.8414739107046799
5,1,nan_euclidean,uniform,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
6,1,nan_euclidean,distance,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
7,1,nan_euclidean,weights_sqr,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
8,1,nan_euclidean,weights_sqr4,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
9,1,nan_euclidean,weights_sqr8,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
10,1,minkowski,uniform,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
11,1,minkowski,distance,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
12,1,minkowski,weights_sqr,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
13,1,minkowski,weights_sqr4,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
14,1,minkowski,weights_sqr8,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
15,1,chebyshev,uniform,3343,14958,3632,1890,0.7682071947277841,0.4792831541218638,0.6388304987578827,0.5476736566186108,0.8046261430876815
16,1,chebyshev,distance,3343,14958,3632,1890,0.7682071947277841,0.4792831541218638,0.6388304987578827,0.5476736566186108,0.8046261430876815
17,1,chebyshev,weights_sqr,3343,14958,3632,1890,0.7682071947277841,0.4792831541218638,0.6388304987578827,0.5476736566186108,0.8046261430876815
18,1,chebyshev,weights_sqr4,3343,14958,3632,1890,0.7682071947277841,0.4792831541218638,0.6388304987578827,0.5476736566186108,0.8046261430876815
19,1,chebyshev,weights_sqr8,3343,14958,3632,1890,0.7682071947277841,0.4792831541218638,0.6388304987578827,0.5476736566186108,0.8046261430876815
20,1,cosine,uniform,3443,15585,3005,1790,0.7987239222600009,0.5339640198511166,0.6579399961781005,0.5895043232599948,0.8383539537385691
21,1,cosine,distance,3443,15585,3005,1790,0.7987239222600009,0.5339640198511166,0.6579399961781005,0.5895043232599948,0.8383539537385691
22,1,cosine,weights_sqr,3443,15585,3005,1790,0.7987239222600009,0.5339640198511166,0.6579399961781005,0.5895043232599948,0.8383539537385691
23,1,cosine,weights_sqr4,3443,15585,3005,1790,0.7987239222600009,0.5339640198511166,0.6579399961781005,0.5895043232599948,0.8383539537385691
24,1,cosine,weights_sqr8,3443,15585,3005,1790,0.7987239222600009,0.5339640198511166,0.6579399961781005,0.5895043232599948,0.8383539537385691
25,1,euclidean,uniform,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
26,1,euclidean,distance,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
27,1,euclidean,weights_sqr,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
28,1,euclidean,weights_sqr4,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
29,1,euclidean,weights_sqr8,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
30,2,manhattan,uniform,1889,18052,538,3344,0.837048230701423,0.7783271528636176,0.36097840626791516,0.49321148825065275,0.971059709521248
31,2,manhattan,distance,3360,15643,2947,1873,0.7976745162238174,0.532741398446171,0.6420791133193197,0.5823223570190641,0.8414739107046799
32,2,manhattan,weights_sqr,3360,15643,2947,1873,0.7976745162238174,0.532741398446171,0.6420791133193197,0.5823223570190641,0.8414739107046799
33,2,manhattan,weights_sqr4,3360,15643,2947,1873,0.7976745162238174,0.532741398446171,0.6420791133193197,0.5823223570190641,0.8414739107046799
34,2,manhattan,weights_sqr8,3360,15643,2947,1873,0.7976745162238174,0.532741398446171,0.6420791133193197,0.5823223570190641,0.8414739107046799
35,2,nan_euclidean,uniform,1855,18079,511,3378,0.8367543970112916,0.7840236686390533,0.35448117714504107,0.48822213449138047,0.9725121032813341
36,2,nan_euclidean,distance,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
37,2,nan_euclidean,weights_sqr,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
38,2,nan_euclidean,weights_sqr4,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
39,2,nan_euclidean,weights_sqr8,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
40,2,minkowski,uniform,1855,18079,511,3378,0.8367543970112916,0.7840236686390533,0.35448117714504107,0.48822213449138047,0.9725121032813341
41,2,minkowski,distance,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
42,2,minkowski,weights_sqr,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
43,2,minkowski,weights_sqr4,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
44,2,minkowski,weights_sqr8,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
45,2,chebyshev,uniform,1928,17737,853,3305,0.8254627880619569,0.6932758000719166,0.3684311102618001,0.4811579735462939,0.9541151156535772
46,2,chebyshev,distance,3343,14958,3632,1890,0.7682071947277841,0.4792831541218638,0.6388304987578827,0.5476736566186108,0.8046261430876815
47,2,chebyshev,weights_sqr,3343,14958,3632,1890,0.7682071947277841,0.4792831541218638,0.6388304987578827,0.5476736566186108,0.8046261430876815
48,2,chebyshev,weights_sqr4,3343,14958,3632,1890,0.7682071947277841,0.4792831541218638,0.6388304987578827,0.5476736566186108,0.8046261430876815
49,2,chebyshev,weights_sqr8,3343,14958,3632,1890,0.7682071947277841,0.4792831541218638,0.6388304987578827,0.5476736566186108,0.8046261430876815
50,2,cosine,uniform,1936,18009,581,3297,0.8372161356672123,0.7691696464044497,0.36995987005541753,0.4996129032258064,0.9687466379774072
51,2,cosine,distance,3443,15585,3005,1790,0.7987239222600009,0.5339640198511166,0.6579399961781005,0.5895043232599948,0.8383539537385691
52,2,cosine,weights_sqr,3443,15585,3005,1790,0.7987239222600009,0.5339640198511166,0.6579399961781005,0.5895043232599948,0.8383539537385691
53,2,cosine,weights_sqr4,3443,15585,3005,1790,0.7987239222600009,0.5339640198511166,0.6579399961781005,0.5895043232599948,0.8383539537385691
54,2,cosine,weights_sqr8,3443,15585,3005,1790,0.7987239222600009,0.5339640198511166,0.6579399961781005,0.5895043232599948,0.8383539537385691
55,2,euclidean,uniform,1855,18079,511,3378,0.8367543970112916,0.7840236686390533,0.35448117714504107,0.48822213449138047,0.9725121032813341
56,2,euclidean,distance,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
57,2,euclidean,weights_sqr,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
58,2,euclidean,weights_sqr4,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
59,2,euclidean,weights_sqr8,3432,15571,3019,1801,0.7976745162238174,0.5320105410013951,0.6558379514618765,0.5874700445053063,0.8376008606777837
60,3,manhattan,uniform,3275,16482,2108,1958,0.8293246022751123,0.6083968047557125,0.6258360405121345,0.6169932177844764,0.8866057019903174
61,3,manhattan,distance,3276,16483,2107,1957,0.829408554758007,0.6085825747724317,0.6260271354863367,0.6171816126601356,0.886659494351802
62,3,manhattan,weights_sqr,3290,16513,2077,1943,0.83125550938169,0.6130054033910938,0.6287024651251673,0.620754716981132,0.8882732651963421
63,3,manhattan,weights_sqr4,3342,16380,2210,1891,0.8278554338244554,0.6019452449567724,0.6386394037836804,0.6197496522948539,0.8811188811188811
64,3,manhattan,weights_sqr8,3366,16095,2495,1867,0.8168996348066994,0.5743047261559461,0.6432256831645328,0.6068144943212547,0.8657880580957504
65,3,nan_euclidean,uniform,3348,16437,2153,1885,0.8304999370356378,0.6086166151608798,0.6397859736288936,0.6238121855785355,0.8841850457235073
66,3,nan_euclidean,distance,3348,16438,2152,1885,0.8305419132770852,0.6087272727272727,0.6397859736288936,0.6238703065312587,0.8842388380849919
67,3,nan_euclidean,weights_sqr,3380,16492,2098,1853,0.8341518700415564,0.6170135085797737,0.6459010128033633,0.6311268789095322,0.887143625605164
68,3,nan_euclidean,weights_sqr4,3446,16402,2188,1787,0.8331444402468203,0.6116435924742634,0.6585132811007071,0.6342136744271648,0.8823023130715438
69,3,nan_euclidean,weights_sqr8,3437,16062,2528,1796,0.8184947319816983,0.5761944677284158,0.6567934263328874,0.6138596177888908,0.8640129101667563
70,3,minkowski,uniform,3348,16437,2153,1885,0.8304999370356378,0.6086166151608798,0.6397859736288936,0.6238121855785355,0.8841850457235073
71,3,minkowski,distance,3348,16438,2152,1885,0.8305419132770852,0.6087272727272727,0.6397859736288936,0.6238703065312587,0.8842388380849919
72,3,minkowski,weights_sqr,3380,16492,2098,1853,0.8341518700415564,0.6170135085797737,0.6459010128033633,0.6311268789095322,0.887143625605164
73,3,minkowski,weights_sqr4,3446,16402,2188,1787,0.8331444402468203,0.6116435924742634,0.6585132811007071,0.6342136744271648,0.8823023130715438
74,3,minkowski,weights_sqr8,3437,16062,2528,1796,0.8184947319816983,0.5761944677284158,0.6567934263328874,0.6138596177888908,0.8640129101667563
75,3,chebyshev,uniform,3335,16020,2570,1898,0.8124501532132813,0.5647756138865369,0.6373017389642652,0.5988507811097146,0.8617536309844002
76,3,chebyshev,distance,3342,16027,2563,1891,0.813037820593544,0.5659610499576629,0.6386394037836804,0.6001077392709643,0.8621301775147929
77,3,chebyshev,weights_sqr,3358,16021,2569,1875,0.8134575830080175,0.56655981103425,0.6416969233709153,0.6017921146953404,0.8618074233458849
78,3,chebyshev,weights_sqr4,3368,15791,2799,1865,0.8042228098896025,0.546132641478839,0.6436078731129371,0.5908771929824561,0.849435180204411
79,3,chebyshev,weights_sqr8,3350,15451,3139,1883,0.7891953154514545,0.5162582832485745,0.6401681635772979,0.5715748165842006,0.8311457772996235
80,3,cosine,uniform,3390,16385,2205,1843,0.8300801746211645,0.6058981233243967,0.6478119625453851,0.6261544144809753,0.8813878429263045
81,3,cosine,distance,3417,16418,2172,1816,0.8325987491080049,0.6113794954374665,0.6529715268488439,0.6314914063943818,0.8831629908552986
82,3,cosine,weights_sqr,3478,16340,2250,1755,0.8318851530034,0.6071927374301676,0.6646283202751767,0.6346136301432351,0.8789671866594944
83,3,cosine,weights_sqr4,3480,16049,2541,1753,0.8197540192251186,0.5779770802192327,0.6650105102235812,0.6184467744801848,0.8633136094674556
84,3,cosine,weights_sqr8,3468,15783,2807,1765,0.8080846241027578,0.5526693227091634,0.6627173705331549,0.6027111574556829,0.8490048413125336
85,3,euclidean,uniform,3348,16437,2153,1885,0.8304999370356378,0.6086166151608798,0.6397859736288936,0.6238121855785355,0.8841850457235073
86,3,euclidean,distance,3348,16438,2152,1885,0.8305419132770852,0.6087272727272727,0.6397859736288936,0.6238703065312587,0.8842388380849919
87,3,euclidean,weights_sqr,3380,16492,2098,1853,0.8341518700415564,0.6170135085797737,0.6459010128033633,0.6311268789095322,0.887143625605164
88,3,euclidean,weights_sqr4,3446,16402,2188,1787,0.8331444402468203,0.6116435924742634,0.6585132811007071,0.6342136744271648,0.8823023130715438
89,3,euclidean,weights_sqr8,3437,16062,2528,1796,0.8184947319816983,0.5761944677284158,0.6567934263328874,0.6138596177888908,0.8640129101667563
90,4,manhattan,uniform,2409,17808,782,2824,0.848633673340889,0.7549357568160451,0.46034779285304794,0.5719373219373219,0.9579343733189887
91,4,manhattan,distance,3323,16726,1864,1910,0.8415816647777358,0.6406400616926933,0.6350085992738391,0.6378119001919386,0.8997310381925766
92,4,manhattan,weights_sqr,3324,16731,1859,1909,0.8418335222264198,0.6413274165541193,0.6351996942480412,0.6382488479262672,0.9
93,4,manhattan,weights_sqr4,3344,16639,1951,1889,0.8388112328422113,0.6315391879131256,0.6390215937320849,0.635258358662614,0.8950511027434105
94,4,manhattan,weights_sqr8,3376,16252,2338,1857,0.8239096671284053,0.5908295414770739,0.6451366329065545,0.6167899881246004,0.8742334588488435
95,4,nan_euclidean,uniform,2439,17731,859,2794,0.8466607899928641,0.7395391146149182,0.4660806420791133,0.5717969757355528,0.9537923614846692
96,4,nan_euclidean,distance,3413,16642,1948,1820,0.8418335222264198,0.6366349561648946,0.6522071469520352,0.6443269775344534,0.8952124798278644
97,4,nan_euclidean,weights_sqr,3420,16641,1949,1813,0.8420853796751039,0.6369901285155523,0.6535448117714504,0.6451612903225806,0.8951586874663797
98,4,nan_euclidean,weights_sqr4,3437,16545,2045,1796,0.838769256600764,0.6269609631521342,0.6567934263328874,0.6415305646290247,0.8899946207638515
99,4,nan_euclidean,weights_sqr8,3447,16189,2401,1786,0.8242454770599841,0.5894322845417237,0.6587043760749093,0.6221460157025539,0.8708445400753093
100,4,minkowski,uniform,2439,17731,859,2794,0.8466607899928641,0.7395391146149182,0.4660806420791133,0.5717969757355528,0.9537923614846692
101,4,minkowski,distance,3413,16642,1948,1820,0.8418335222264198,0.6366349561648946,0.6522071469520352,0.6443269775344534,0.8952124798278644
102,4,minkowski,weights_sqr,3420,16641,1949,1813,0.8420853796751039,0.6369901285155523,0.6535448117714504,0.6451612903225806,0.8951586874663797
103,4,minkowski,weights_sqr4,3437,16545,2045,1796,0.838769256600764,0.6269609631521342,0.6567934263328874,0.6415305646290247,0.8899946207638515
104,4,minkowski,weights_sqr8,3447,16189,2401,1786,0.8242454770599841,0.5894322845417237,0.6587043760749093,0.6221460157025539,0.8708445400753093
105,4,chebyshev,uniform,2432,17456,1134,2801,0.8348234899047139,0.6819966348850253,0.46474297725969804,0.5527900897829299,0.9389994620763852
106,4,chebyshev,distance,3373,16154,2436,1860,0.8196700667422239,0.5806507144086762,0.644563347983948,0.6109400470929179,0.8689618074233458
107,4,chebyshev,weights_sqr,3386,16159,2431,1847,0.820425639088276,0.5820869864191164,0.6470475826485763,0.6128506787330317,0.8692307692307693
108,4,chebyshev,weights_sqr4,3406,15967,2623,1827,0.8132057255593335,0.564936141980428,0.6508694821326199,0.6048659207955958,0.8589026358257128
109,4,chebyshev,weights_sqr8,3383,15590,3000,1850,0.7964152289803971,0.5300015666614445,0.6464742977259698,0.5824724517906336,0.8386229155459924
110,4,cosine,uniform,2494,17680,910,2739,0.8468286949586534,0.7326674500587544,0.4765908656602331,0.5775153409748756,0.951048951048951
111,4,cosine,distance,3413,16608,1982,1820,0.8404063300172102,0.6326227988878591,0.6522071469520352,0.6422657132103877,0.8933835395373857
112,4,cosine,weights_sqr,3443,16524,2066,1790,0.8381396129790538,0.6249773098565983,0.6579399961781005,0.641035188977844,0.8888649811726734
113,4,cosine,weights_sqr4,3469,16207,2383,1764,0.8259245267178776,0.5927887901572112,0.6629084655073572,0.6258908434821832,0.8718128025820333
114,4,cosine,weights_sqr8,3474,15861,2729,1759,0.8116106283843345,0.5600515879413187,0.663863940378368,0.6075550891920252,0.8532006455083379
115,4,euclidean,uniform,2439,17731,859,2794,0.8466607899928641,0.7395391146149182,0.4660806420791133,0.5717969757355528,0.9537923614846692
116,4,euclidean,distance,3413,16642,1948,1820,0.8418335222264198,0.6366349561648946,0.6522071469520352,0.6443269775344534,0.8952124798278644
117,4,euclidean,weights_sqr,3420,16641,1949,1813,0.8420853796751039,0.6369901285155523,0.6535448117714504,0.6451612903225806,0.8951586874663797
118,4,euclidean,weights_sqr4,3437,16545,2045,1796,0.838769256600764,0.6269609631521342,0.6567934263328874,0.6415305646290247,0.8899946207638515
119,4,euclidean,weights_sqr8,3447,16189,2401,1786,0.8242454770599841,0.5894322845417237,0.6587043760749093,0.6221460157025539,0.8708445400753093
120,5,manhattan,uniform,3183,16825,1765,2050,0.8398606388783948,0.6432902182700081,0.6082553028855341,0.6252823887633828,0.9050564819795589
121,5,manhattan,distance,3184,16827,1763,2049,0.8399865676027368,0.6436223974125733,0.6084463978597363,0.6255402750491159,0.9051640667025282
122,5,manhattan,weights_sqr,3215,16872,1718,2018,0.8431767619527347,0.6517332252179201,0.6143703420600038,0.6325004918355303,0.9075847229693383
123,5,manhattan,weights_sqr4,3309,16792,1798,1924,0.8437644293329976,0.6479342079498728,0.6323332696350086,0.6400386847195358,0.9032813340505648
124,5,manhattan,weights_sqr8,3381,16360,2230,1852,0.8286529824119548,0.6025663874532169,0.6460921077775654,0.6235706381409073,0.8800430338891877
125,5,nan_euclidean,uniform,3229,16706,1884,2004,0.8367963732527389,0.6315274789751614,0.6170456716988343,0.624202590373091,0.8986551909628833
126,5,nan_euclidean,distance,3226,16709,1881,2007,0.8367963732527389,0.6316820050910515,0.6164723867762277,0.6239845261121857,0.8988165680473372
127,5,nan_euclidean,weights_sqr,3271,16785,1805,1962,0.8418754984678671,0.6444050433412135,0.6250716606153258,0.634591133960617,0.9029047875201721
128,5,nan_euclidean,weights_sqr4,3381,16755,1835,1852,0.8452335977836545,0.6481978527607362,0.6460921077775654,0.647143267298306,0.901291016675632
129,5,nan_euclidean,weights_sqr8,3438,16306,2284,1795,0.8287789111362969,0.6008388675288361,0.6569845213070896,0.6276586033774532,0.8771382463690156
130,5,minkowski,uniform,3229,16706,1884,2004,0.8367963732527389,0.6315274789751614,0.6170456716988343,0.624202590373091,0.8986551909628833
131,5,minkowski,distance,3226,16709,1881,2007,0.8367963732527389,0.6316820050910515,0.6164723867762277,0.6239845261121857,0.8988165680473372
132,5,minkowski,weights_sqr,3271,16785,1805,1962,0.8418754984678671,0.6444050433412135,0.6250716606153258,0.634591133960617,0.9029047875201721
133,5,minkowski,weights_sqr4,3381,16755,1835,1852,0.8452335977836545,0.6481978527607362,0.6460921077775654,0.647143267298306,0.901291016675632
134,5,minkowski,weights_sqr8,3438,16306,2284,1795,0.8287789111362969,0.6008388675288361,0.6569845213070896,0.6276586033774532,0.8771382463690156
135,5,chebyshev,uniform,3281,16390,2200,1952,0.825714645510641,0.59861339171684,0.6269826103573476,0.6124696658577562,0.8816568047337278
136,5,chebyshev,distance,3285,16407,2183,1948,0.8265961465810351,0.6007681053401609,0.6277469902541564,0.6139613120269134,0.8825712748789671
137,5,chebyshev,weights_sqr,3323,16436,2154,1910,0.829408554758007,0.6067190067555231,0.6350085992738391,0.6205415499533147,0.8841312533620226
138,5,chebyshev,weights_sqr4,3386,16234,2356,1847,0.8235738571968266,0.589690003483107,0.6470475826485763,0.6170387243735763,0.8732651963421194
139,5,chebyshev,weights_sqr8,3382,15723,2867,1851,0.8019560928514461,0.5412065930548888,0.6462832027517676,0.5890959763107474,0.8457772996234535
140,5,cosine,uniform,3288,16574,2016,1945,0.833732107627083,0.6199095022624435,0.6283202751767628,0.6240865521495682,0.8915545992469069
141,5,cosine,distance,3324,16668,1922,1909,0.8391890190152373,0.633625619519634,0.6351996942480412,0.6344116805038649,0.8966110812264658
142,5,cosine,weights_sqr,3424,16625,1965,1809,0.8415816647777358,0.6353683429207645,0.6543091916682591,0.6446996799096215,0.8942980096826251
143,5,cosine,weights_sqr4,3495,16280,2310,1738,0.8300801746211645,0.6020671834625323,0.6678769348366138,0.6332668961768436,0.8757396449704142
